Age,Income,LoanAmount,CreditScore,YearsExperience,Gender,Education,City,EmploymentType,LoanApproved,RiskCategory,LoanDecision
63,39239.0,16201,734.0,36,Female,Bachelors,Chicago,Salaried,0,Low Risk,Approve
36,44831.0,14782,307.0,2,Female,PhD,Houston,Salaried,0,High Risk,Reject
28,54741.0,35215,477.0,33,Female,PhD,San Francisco,Unemployed,0,High Risk,Reject
30,41510.0,19133,541.0,33,Male,High School,New York,Self-Employed,0,High Risk,Reject
63,43406.0,19727,340.0,35,Male,Bachelors,New York,Salaried,0,High Risk,Reject
57,44361.0,37350,465.0,29,Male,PhD,Houston,Salaried,0,High Risk,Reject
61,24861.0,30270,803.0,25,Female,Masters,Chicago,Self-Employed,0,Low Risk,Reject
36,51626.0,42829,377.0,11,Male,PhD,New York,Self-Employed,0,High Risk,Reject
29,20909.0,12443,495.0,23,Female,High School,Chicago,Salaried,0,High Risk,Reject
25,63350.0,25247,701.0,18,Male,Bachelors,Chicago,Unemployed,0,Low Risk,Approve
25,30280.0,20607,363.0,15,Male,Masters,Chicago,Self-Employed,0,High Risk,Reject
62,23411.0,5847,724.0,25,Female,Masters,New York,Unemployed,0,Low Risk,Reject
29,44546.0,23705,341.0,22,Female,Bachelors,San Francisco,Unemployed,0,High Risk,Reject
65,75667.0,16073,672.0,32,Male,Bachelors,New York,Self-Employed,1,Low Risk,Approve
50,60668.0,32268,605.0,29,Male,Masters,San Francisco,Unemployed,0,Low Risk,Approve
62,21165.0,16840,508.0,22,Female,High School,San Francisco,Unemployed,0,High Risk,Reject
56,44066.0,32265,603.0,35,Male,Masters,Houston,Self-Employed,1,Low Risk,Approve
45,83575.0,19476,691.0,30,Female,Masters,Chicago,Unemployed,0,Low Risk,Approve
22,35916.0,29303,452.0,21,Female,High School,New York,Self-Employed,0,High Risk,Reject
25,36037.0,23395,661.0,37,Male,Bachelors,Houston,Self-Employed,0,Low Risk,Approve
42,72911.0,23502,563.0,1,Female,Bachelors,Houston,Unemployed,0,High Risk,Reject
44,52924.0,18048,515.0,22,Male,Bachelors,New York,Self-Employed,0,High Risk,Reject
63,65795.0,24018,842.0,34,Male,High School,New York,Salaried,1,Low Risk,Approve
40,39094.0,18948,823.0,36,Female,High School,Chicago,Salaried,0,Low Risk,Approve
47,48475.0,13570,493.0,31,Male,Bachelors,New York,Unemployed,0,High Risk,Reject
62,69734.0,19166,326.0,11,Male,PhD,San Francisco,Self-Employed,1,High Risk,Reject
40,66846.0,24288,357.0,2,Male,Bachelors,Houston,Self-Employed,0,High Risk,Reject
66,55809.0,26148,312.0,33,Male,PhD,Chicago,Unemployed,0,High Risk,Reject
64,34406.0,20012,348.0,37,Female,PhD,Chicago,Unemployed,0,High Risk,Reject
37,49755.0,4498,393.0,23,Female,Bachelors,Houston,Self-Employed,0,High Risk,Reject
35,64721.0,10229,750.0,37,Male,Bachelors,New York,Salaried,1,Low Risk,Approve
35,60041.0,17688,678.0,16,Male,High School,Chicago,Unemployed,0,Low Risk,Approve
21,21624.0,15805,815.0,0,Male,PhD,Houston,Self-Employed,0,Low Risk,Reject
47,23060.0,15516,523.0,7,Female,Bachelors,San Francisco,Unemployed,0,High Risk,Reject
50,26250.0,15757,680.0,14,Female,Masters,Houston,Self-Employed,0,Low Risk,Reject
53,42343.0,31497,840.0,24,Female,Bachelors,New York,Salaried,1,Low Risk,Approve
35,44343.0,19576,601.0,7,Male,High School,New York,Self-Employed,1,Low Risk,Approve
64,31043.0,31326,621.0,14,Male,Masters,Houston,Unemployed,0,Low Risk,Approve
45,29442.0,28168,717.0,5,Female,High School,Chicago,Salaried,0,Low Risk,Reject
57,51324.0,15268,641.0,32,Male,PhD,Houston,Self-Employed,1,Low Risk,Approve
37,64609.0,35693,688.0,6,Male,Bachelors,Chicago,Self-Employed,1,Low Risk,Approve
66,80823.0,16364,308.0,32,Male,High School,Chicago,Unemployed,0,High Risk,Reject
50,58738.0,21600,831.0,28,Female,High School,Chicago,Unemployed,0,Low Risk,Approve
29,73697.0,23016,448.0,37,Male,Masters,San Francisco,Unemployed,0,High Risk,Reject
68,31819.0,23907,682.0,36,Female,Masters,New York,Salaried,0,Low Risk,Approve
32,82396.0,26369,828.0,31,Male,High School,San Francisco,Salaried,1,Low Risk,Approve
58,22078.0,13946,311.0,2,Male,PhD,Houston,Unemployed,0,High Risk,Reject
56,42442.0,25699,775.0,19,Male,Masters,San Francisco,Salaried,1,Low Risk,Approve
19,58410.0,24649,352.0,13,Male,High School,Chicago,Salaried,0,High Risk,Reject
58,36094.0,18482,505.0,37,Female,Bachelors,New York,Self-Employed,0,High Risk,Reject
27,33711.0,13535,353.0,3,Male,Bachelors,Chicago,Self-Employed,0,High Risk,Reject
19,45347.0,23843,789.0,14,Female,Bachelors,New York,Unemployed,0,Low Risk,Approve
68,71324.0,14716,643.0,16,Male,Masters,San Francisco,Self-Employed,1,Low Risk,Approve
28,50252.0,21903,468.0,36,Male,Masters,New York,Self-Employed,0,High Risk,Reject
30,43054.0,19189,460.0,23,Female,PhD,Houston,Salaried,0,High Risk,Reject
27,6735.0,9327,826.0,37,Male,Bachelors,Chicago,Self-Employed,0,Low Risk,Reject
31,57001.0,12532,826.0,35,Female,PhD,New York,Salaried,1,Low Risk,Approve
35,61850.0,23238,586.0,7,Female,High School,San Francisco,Self-Employed,0,High Risk,Reject
68,24500.0,15805,711.0,2,Male,High School,Houston,Unemployed,0,Low Risk,Reject
26,48995.0,15533,821.0,29,Male,Bachelors,Chicago,Unemployed,0,Low Risk,Approve
56,52895.0,13888,498.0,21,Male,PhD,San Francisco,Self-Employed,0,High Risk,Reject
45,64469.0,14160,460.0,32,Male,Masters,Chicago,Self-Employed,0,High Risk,Reject
20,39128.0,33141,688.0,24,Male,PhD,New York,Self-Employed,0,Low Risk,Approve
23,43153.0,31783,680.0,36,Female,PhD,San Francisco,Salaried,0,Low Risk,Approve
44,69267.0,17354,423.0,2,Male,High School,New York,Salaried,0,High Risk,Reject
46,49680.0,23071,467.0,28,Female,PhD,San Francisco,Unemployed,0,High Risk,Reject
55,65297.0,20424,583.0,31,Female,Masters,San Francisco,Salaried,0,High Risk,Reject
20,14470.0,18420,793.0,22,Female,High School,New York,Self-Employed,0,Low Risk,Reject
33,61875.0,21759,335.0,18,Male,PhD,New York,Unemployed,0,High Risk,Reject
47,33219.0,20298,474.0,14,Male,High School,Chicago,Unemployed,0,High Risk,Reject
57,76505.0,18275,498.0,15,Female,Bachelors,New York,Salaried,0,High Risk,Reject
19,34036.0,27485,415.0,22,Female,Masters,San Francisco,Unemployed,0,High Risk,Reject
34,37209.0,8424,614.0,39,Male,Bachelors,New York,Self-Employed,0,Low Risk,Approve
58,58436.0,12683,519.0,36,Female,High School,San Francisco,Self-Employed,0,High Risk,Reject
52,43305.0,11537,421.0,18,Female,PhD,San Francisco,Unemployed,0,High Risk,Reject
60,55571.0,20687,720.0,36,Male,PhD,New York,Salaried,1,Low Risk,Approve
18,57431.0,24043,791.0,34,Female,Masters,San Francisco,Salaried,1,Low Risk,Approve
62,55897.0,4300,588.0,29,Female,Bachelors,Chicago,Unemployed,0,High Risk,Reject
32,43932.0,16208,352.0,16,Female,Bachelors,Houston,Salaried,0,High Risk,Reject
43,57578.0,17427,504.0,38,Female,Masters,Houston,Unemployed,0,High Risk,Reject
54,71096.0,17713,647.0,25,Male,PhD,Chicago,Self-Employed,1,Low Risk,Approve
38,31618.0,9719,350.0,12,Female,Masters,Houston,Salaried,0,High Risk,Reject
66,37399.0,17493,339.0,21,Male,Bachelors,Chicago,Unemployed,0,High Risk,Reject
48,50409.0,12711,549.0,22,Female,High School,New York,Unemployed,0,High Risk,Reject
40,22949.0,6243,478.0,26,Male,Masters,Chicago,Salaried,0,High Risk,Reject
41,66397.0,17380,482.0,34,Female,High School,Chicago,Self-Employed,0,High Risk,Reject
55,16568.0,14248,463.0,11,Female,Bachelors,San Francisco,Salaried,0,High Risk,Reject
45,43964.0,17900,676.0,8,Male,PhD,New York,Self-Employed,1,Low Risk,Approve
38,61384.0,22406,796.0,33,Female,Masters,Chicago,Salaried,1,Low Risk,Approve
60,54000.0,19642,760.0,13,Female,Bachelors,Houston,Salaried,1,Low Risk,Approve
52,55158.0,24951,618.0,20,Female,PhD,San Francisco,Unemployed,0,Low Risk,Approve
62,35174.0,29000,711.0,6,Male,Bachelors,New York,Salaried,0,Low Risk,Approve
55,52114.0,19834,528.0,34,Male,High School,New York,Self-Employed,0,High Risk,Reject
47,52265.0,23315,563.0,10,Male,Bachelors,Chicago,Salaried,0,High Risk,Reject
61,40395.0,22473,786.0,31,Female,Bachelors,San Francisco,Unemployed,0,Low Risk,Approve
51,80525.0,28010,651.0,21,Female,PhD,Houston,Unemployed,0,Low Risk,Approve
49,55373.0,26350,741.0,18,Male,High School,Houston,Self-Employed,1,Low Risk,Approve
20,45819.0,26447,758.0,35,Female,PhD,New York,Self-Employed,0,Low Risk,Approve
45,38383.0,22730,430.0,10,Female,High School,Chicago,Unemployed,0,High Risk,Reject
61,44205.0,22580,669.0,12,Female,PhD,New York,Unemployed,0,Low Risk,Approve
32,85879.0,10341,735.0,27,Female,High School,San Francisco,Self-Employed,1,Low Risk,Approve
58,38489.0,28551,523.0,14,Female,Bachelors,New York,Unemployed,0,High Risk,Reject
57,43158.0,25697,784.0,32,Female,High School,San Francisco,Unemployed,0,Low Risk,Approve
28,34405.0,22136,496.0,7,Male,High School,New York,Salaried,0,High Risk,Reject
65,56316.0,17726,408.0,31,Female,Bachelors,Chicago,Self-Employed,0,High Risk,Reject
49,50547.0,23130,519.0,36,Male,Bachelors,Houston,Self-Employed,0,High Risk,Reject
53,63665.0,23349,618.0,3,Female,High School,Chicago,Self-Employed,1,Low Risk,Approve
50,62159.0,9538,381.0,17,Male,PhD,New York,Self-Employed,0,High Risk,Reject
41,63511.0,31329,836.0,22,Male,PhD,San Francisco,Salaried,1,Low Risk,Approve
56,36227.0,20577,731.0,28,Female,Bachelors,Houston,Salaried,0,Low Risk,Approve
51,59614.0,38518,307.0,1,Female,Masters,Chicago,Salaried,0,High Risk,Reject
45,59979.0,26318,448.0,12,Male,PhD,Chicago,Salaried,0,High Risk,Reject
21,28158.0,19113,666.0,18,Female,Bachelors,Chicago,Self-Employed,0,Low Risk,Reject
54,60044.0,21199,761.0,31,Female,PhD,New York,Self-Employed,1,Low Risk,Approve
18,59975.0,31723,713.0,2,Male,Masters,New York,Salaried,1,Low Risk,Approve
64,46568.0,23612,655.0,20,Female,Bachelors,San Francisco,Self-Employed,1,Low Risk,Approve
37,56772.0,34154,310.0,24,Female,High School,New York,Self-Employed,0,High Risk,Reject
36,64816.0,3871,715.0,16,Female,PhD,Houston,Unemployed,1,Low Risk,Approve
27,36411.0,30045,849.0,32,Female,High School,Chicago,Unemployed,0,Low Risk,Approve
35,39157.0,24380,421.0,30,Female,PhD,San Francisco,Unemployed,0,High Risk,Reject
45,44761.0,9338,364.0,35,Female,Masters,Chicago,Self-Employed,1,High Risk,Reject
52,36942.0,31116,601.0,22,Male,Bachelors,Houston,Self-Employed,0,Low Risk,Approve
60,39803.0,26091,424.0,24,Female,Bachelors,New York,Salaried,0,High Risk,Reject
64,63214.0,22744,611.0,29,Male,PhD,New York,Unemployed,1,Low Risk,Approve
48,48555.0,20707,490.0,12,Female,High School,New York,Salaried,0,High Risk,Reject
44,54600.0,35950,749.0,28,Female,Masters,New York,Unemployed,0,Low Risk,Approve
28,41739.0,23556,458.0,15,Male,Masters,San Francisco,Self-Employed,0,High Risk,Reject
66,40755.0,18065,652.0,37,Male,Bachelors,Houston,Unemployed,0,Low Risk,Approve
66,54283.0,13509,562.0,26,Female,PhD,Chicago,Salaried,0,High Risk,Reject
55,51891.0,26060,705.0,25,Female,High School,San Francisco,Unemployed,0,Low Risk,Approve
22,61670.0,27890,316.0,10,Female,Bachelors,New York,Salaried,0,High Risk,Reject
25,69524.0,20452,559.0,36,Female,Bachelors,New York,Unemployed,0,High Risk,Reject
51,39629.0,15538,654.0,2,Female,High School,New York,Self-Employed,0,Low Risk,Approve
65,62918.0,30640,788.0,25,Male,Masters,Chicago,Self-Employed,1,Low Risk,Approve
69,33803.0,12901,513.0,33,Female,Masters,Chicago,Salaried,0,High Risk,Reject
29,81107.0,35756,538.0,32,Male,PhD,San Francisco,Self-Employed,0,High Risk,Reject
55,38205.0,14124,479.0,14,Male,Bachelors,Houston,Unemployed,0,High Risk,Reject
18,60359.0,9774,718.0,1,Female,PhD,Chicago,Unemployed,0,Low Risk,Approve
21,47719.0,11122,616.0,19,Male,High School,Chicago,Salaried,1,Low Risk,Approve
66,73186.0,18107,543.0,37,Male,Masters,San Francisco,Unemployed,0,High Risk,Reject
62,37734.0,16255,531.0,15,Female,Masters,New York,Salaried,0,High Risk,Reject
67,83063.0,28197,602.0,3,Male,Bachelors,Chicago,Unemployed,0,Low Risk,Approve
22,49921.0,27057,630.0,7,Male,Masters,New York,Salaried,1,Low Risk,Approve
47,64636.0,18212,547.0,19,Male,PhD,Houston,Salaried,0,High Risk,Reject
20,56856.0,18106,586.0,31,Female,Bachelors,Houston,Unemployed,0,High Risk,Reject
28,28608.0,19172,331.0,12,Male,High School,Chicago,Salaried,0,High Risk,Reject
62,42907.0,9781,799.0,4,Male,PhD,Houston,Unemployed,0,Low Risk,Approve
21,67940.0,19356,829.0,12,Female,PhD,New York,Self-Employed,1,Low Risk,Approve
43,44835.0,22379,680.0,10,Female,Masters,Chicago,Unemployed,0,Low Risk,Approve
44,52082.0,10526,362.0,36,Male,PhD,San Francisco,Salaried,0,High Risk,Reject
63,26789.0,16010,427.0,31,Female,Masters,Chicago,Unemployed,0,High Risk,Reject
60,41936.0,22616,827.0,17,Female,Bachelors,San Francisco,Unemployed,0,Low Risk,Approve
44,66846.0,15801,462.0,28,Female,High School,New York,Salaried,0,High Risk,Reject
59,30761.0,14127,550.0,14,Female,Masters,Chicago,Unemployed,0,High Risk,Reject
68,60756.0,26257,594.0,19,Female,Masters,San Francisco,Salaried,0,High Risk,Reject
67,52667.0,9743,478.0,35,Male,Bachelors,New York,Salaried,0,High Risk,Reject
23,46461.0,11297,528.0,4,Male,PhD,Houston,Salaried,0,High Risk,Reject
47,42635.0,26769,695.0,36,Female,PhD,Houston,Self-Employed,1,Low Risk,Approve
59,43970.0,22444,371.0,32,Female,Masters,Chicago,Self-Employed,0,High Risk,Reject
54,63946.0,18209,617.0,17,Female,PhD,San Francisco,Salaried,1,Low Risk,Approve
54,43519.0,17557,678.0,18,Male,Masters,New York,Unemployed,0,Low Risk,Approve
59,77114.0,28084,435.0,31,Male,High School,New York,Self-Employed,0,High Risk,Reject
54,54493.0,26872,677.0,21,Female,High School,Houston,Salaried,1,Low Risk,Approve
52,41356.0,20399,418.0,0,Female,High School,New York,Self-Employed,0,High Risk,Reject
40,64600.0,17779,829.0,24,Female,Masters,Chicago,Salaried,1,Low Risk,Approve
23,59358.0,20282,822.0,19,Female,PhD,Chicago,Self-Employed,1,Low Risk,Approve
21,25187.0,14182,686.0,34,Female,Bachelors,Houston,Salaried,0,Low Risk,Reject
35,34483.0,18799,568.0,5,Male,Bachelors,San Francisco,Self-Employed,0,High Risk,Reject
26,48269.0,16084,823.0,5,Male,Bachelors,New York,Self-Employed,1,Low Risk,Approve
66,26246.0,19193,846.0,36,Female,High School,Chicago,Unemployed,0,Low Risk,Reject
64,49800.0,26547,410.0,30,Male,PhD,Chicago,Self-Employed,0,High Risk,Reject
69,44859.0,16962,621.0,34,Male,High School,San Francisco,Salaried,0,Low Risk,Approve
34,41005.0,13505,826.0,14,Female,PhD,San Francisco,Unemployed,0,Low Risk,Approve
62,20540.0,25693,476.0,16,Male,PhD,New York,Self-Employed,0,High Risk,Reject
65,78517.0,17066,772.0,4,Female,Masters,Houston,Salaried,1,Low Risk,Approve
22,63620.0,4057,710.0,27,Male,Bachelors,Chicago,Salaried,1,Low Risk,Approve
54,57596.0,14336,674.0,13,Female,PhD,San Francisco,Salaried,1,Low Risk,Approve
58,59364.0,32947,469.0,38,Male,PhD,Chicago,Unemployed,0,High Risk,Reject
66,28622.0,17458,355.0,2,Male,High School,New York,Unemployed,0,High Risk,Reject
30,22877.0,15876,624.0,10,Male,Bachelors,Chicago,Self-Employed,0,Low Risk,Reject
51,67739.0,20213,559.0,29,Male,PhD,Chicago,Self-Employed,0,High Risk,Reject
62,20311.0,28089,639.0,37,Female,Bachelors,New York,Salaried,1,Low Risk,Reject
39,47777.0,19337,703.0,4,Male,High School,New York,Salaried,1,Low Risk,Approve
40,44484.0,24731,831.0,21,Male,PhD,Houston,Unemployed,0,Low Risk,Approve
68,43098.0,18486,473.0,12,Male,High School,San Francisco,Salaried,0,High Risk,Reject
20,54717.0,24794,837.0,20,Male,PhD,San Francisco,Salaried,1,Low Risk,Approve
59,39836.0,21442,459.0,36,Female,High School,New York,Salaried,0,High Risk,Reject
51,55936.0,16816,309.0,24,Male,High School,San Francisco,Self-Employed,0,High Risk,Reject
49,52117.0,22065,555.0,20,Female,Masters,Chicago,Unemployed,0,High Risk,Reject
62,81481.0,15660,643.0,27,Female,PhD,San Francisco,Self-Employed,1,Low Risk,Approve
68,29219.0,8974,835.0,3,Female,PhD,New York,Salaried,0,Low Risk,Reject
66,50439.0,19841,672.0,28,Male,PhD,San Francisco,Salaried,1,Low Risk,Approve
61,29944.0,19700,354.0,6,Male,Bachelors,New York,Unemployed,0,High Risk,Reject
38,68857.0,31386,377.0,8,Male,PhD,Chicago,Salaried,0,High Risk,Reject
61,55054.0,17358,790.0,22,Female,Masters,Chicago,Salaried,1,Low Risk,Approve
56,56580.0,8243,849.0,8,Female,Masters,New York,Unemployed,0,Low Risk,Approve
21,75523.0,11167,410.0,3,Female,High School,New York,Unemployed,0,High Risk,Reject
68,49455.0,6570,314.0,24,Female,PhD,Chicago,Salaried,0,High Risk,Reject
18,49967.0,28620,377.0,5,Female,PhD,San Francisco,Salaried,0,High Risk,Reject
45,73520.0,16324,800.0,17,Male,High School,New York,Self-Employed,1,Low Risk,Approve
41,35444.0,30617,717.0,6,Male,Masters,San Francisco,Salaried,0,Low Risk,Approve
52,75913.0,-1445,574.0,34,Male,Bachelors,Houston,Self-Employed,0,High Risk,Reject
30,64594.0,32385,793.0,30,Male,Masters,Houston,Salaried,1,Low Risk,Approve
64,36137.0,19456,496.0,37,Male,High School,Houston,Salaried,0,High Risk,Reject
51,39976.0,22719,675.0,31,Female,High School,Houston,Salaried,0,Low Risk,Approve
53,22497.0,24218,660.0,27,Female,Bachelors,New York,Salaried,0,Low Risk,Reject
68,53907.0,17009,843.0,4,Male,Bachelors,Houston,Salaried,1,Low Risk,Approve
34,36816.0,10448,409.0,29,Female,High School,Chicago,Unemployed,0,High Risk,Reject
52,54448.0,10339,493.0,21,Male,PhD,Houston,Unemployed,0,High Risk,Reject
35,30636.0,10197,818.0,16,Female,Masters,New York,Salaried,0,Low Risk,Approve
57,63845.0,23042,758.0,9,Female,Bachelors,Houston,Unemployed,0,Low Risk,Approve
39,61064.0,14915,600.0,6,Female,High School,Houston,Unemployed,0,Low Risk,Approve
41,39412.0,6879,795.0,3,Male,Masters,San Francisco,Unemployed,0,Low Risk,Approve
36,55395.0,22954,448.0,26,Male,Bachelors,San Francisco,Unemployed,0,High Risk,Reject
56,72234.0,30633,438.0,22,Male,Masters,San Francisco,Salaried,0,High Risk,Reject
38,34513.0,35891,591.0,10,Female,Masters,Houston,Self-Employed,0,High Risk,Reject
25,47716.0,9501,634.0,7,Male,High School,Houston,Salaried,1,Low Risk,Approve
45,40390.0,28420,483.0,7,Male,High School,San Francisco,Unemployed,0,High Risk,Reject
54,40223.0,16373,609.0,6,Female,Masters,Houston,Unemployed,0,Low Risk,Approve
53,44538.0,25236,643.0,21,Male,Bachelors,San Francisco,Unemployed,0,Low Risk,Approve
36,64491.0,19680,723.0,35,Female,PhD,Chicago,Salaried,1,Low Risk,Approve
44,70360.0,-754,813.0,1,Female,Bachelors,San Francisco,Unemployed,0,Low Risk,Approve
51,57403.0,36584,823.0,23,Male,Bachelors,San Francisco,Salaried,1,Low Risk,Approve
28,47931.0,23465,560.0,1,Female,High School,New York,Salaried,0,High Risk,Reject
62,46504.0,19584,661.0,11,Male,Bachelors,New York,Unemployed,0,Low Risk,Approve
64,58222.0,14253,468.0,25,Male,Bachelors,Houston,Salaried,0,High Risk,Reject
29,53417.0,18488,499.0,37,Male,PhD,San Francisco,Self-Employed,0,High Risk,Reject
38,25265.0,30153,684.0,5,Female,High School,Chicago,Salaried,0,Low Risk,Reject
28,58586.0,22093,611.0,22,Female,Bachelors,Houston,Unemployed,0,Low Risk,Approve
56,37091.0,23003,611.0,1,Female,Bachelors,New York,Unemployed,0,Low Risk,Approve
45,28746.0,10007,694.0,25,Male,Bachelors,Houston,Self-Employed,0,Low Risk,Reject
22,24975.0,17203,650.0,13,Female,Masters,Houston,Self-Employed,0,Low Risk,Reject
34,46758.0,20408,327.0,17,Male,Masters,San Francisco,Salaried,0,High Risk,Reject
37,34752.0,25573,432.0,37,Female,High School,Chicago,Salaried,0,High Risk,Reject
58,15105.0,16673,679.0,31,Male,PhD,New York,Self-Employed,0,Low Risk,Reject
63,44623.0,27423,827.0,13,Male,High School,Houston,Unemployed,0,Low Risk,Approve
29,42641.0,10845,586.0,29,Male,Masters,Houston,Unemployed,0,High Risk,Reject
23,47751.0,20556,583.0,12,Male,High School,San Francisco,Self-Employed,0,High Risk,Reject
34,40567.0,19219,526.0,39,Male,PhD,Houston,Self-Employed,0,High Risk,Reject
68,77440.0,7876,726.0,30,Male,High School,Chicago,Unemployed,0,Low Risk,Approve
36,57760.0,19618,326.0,36,Male,Bachelors,San Francisco,Unemployed,0,High Risk,Reject
43,42506.0,15339,631.0,37,Male,PhD,New York,Salaried,1,Low Risk,Approve
65,49046.0,31310,416.0,21,Male,PhD,Houston,Self-Employed,0,High Risk,Reject
61,71220.0,16718,388.0,27,Male,PhD,Houston,Self-Employed,0,High Risk,Reject
61,64349.0,22807,421.0,18,Male,High School,San Francisco,Self-Employed,0,High Risk,Reject
49,35386.0,21893,697.0,4,Female,Bachelors,New York,Salaried,1,Low Risk,Approve
23,38272.0,16680,824.0,1,Female,PhD,Chicago,Unemployed,0,Low Risk,Approve
53,43405.0,13790,323.0,9,Male,Bachelors,Chicago,Self-Employed,0,High Risk,Reject
55,41069.0,42671,624.0,18,Female,PhD,San Francisco,Self-Employed,1,Low Risk,Approve
28,50510.0,17172,333.0,19,Male,Masters,Houston,Self-Employed,0,High Risk,Reject
50,61036.0,18304,546.0,28,Female,High School,San Francisco,Self-Employed,0,High Risk,Reject
41,63540.0,27216,318.0,24,Male,Bachelors,San Francisco,Self-Employed,0,High Risk,Reject
32,25480.0,23226,348.0,12,Male,High School,San Francisco,Salaried,0,High Risk,Reject
44,34394.0,24083,479.0,15,Female,Masters,San Francisco,Self-Employed,0,High Risk,Reject
28,42203.0,21958,669.0,34,Male,Masters,Houston,Self-Employed,1,Low Risk,Approve
68,31324.0,38371,694.0,35,Female,PhD,Chicago,Self-Employed,0,Low Risk,Approve
67,67113.0,13566,795.0,38,Female,Masters,Chicago,Unemployed,0,Low Risk,Approve
34,32307.0,32301,730.0,2,Female,PhD,Chicago,Unemployed,0,Low Risk,Approve
68,59256.0,23777,506.0,8,Male,Masters,Houston,Self-Employed,0,High Risk,Reject
31,24772.0,27276,334.0,39,Female,Masters,Houston,Self-Employed,0,High Risk,Reject
44,59858.0,22730,712.0,28,Female,Bachelors,San Francisco,Self-Employed,1,Low Risk,Approve
35,47911.0,35026,663.0,4,Male,Masters,Chicago,Self-Employed,1,Low Risk,Approve
45,72688.0,17439,609.0,2,Male,Bachelors,San Francisco,Self-Employed,1,Low Risk,Approve
64,41538.0,30444,451.0,30,Male,Bachelors,New York,Self-Employed,0,High Risk,Reject
64,44444.0,15529,526.0,10,Female,High School,Houston,Self-Employed,0,High Risk,Reject
21,47712.0,28003,542.0,16,Female,PhD,New York,Self-Employed,0,High Risk,Reject
24,44810.0,19851,309.0,39,Male,Masters,Chicago,Unemployed,0,High Risk,Reject
52,44854.0,8387,347.0,1,Female,Masters,Houston,Unemployed,0,High Risk,Reject
65,18932.0,19273,503.0,3,Male,Bachelors,Houston,Salaried,1,High Risk,Reject
26,64900.0,27927,456.0,15,Male,Bachelors,San Francisco,Unemployed,0,High Risk,Reject
25,92917.0,3368,325.0,20,Female,Masters,New York,Self-Employed,0,High Risk,Reject
69,54474.0,21604,720.0,4,Female,PhD,New York,Unemployed,0,Low Risk,Approve
62,32964.0,27139,563.0,34,Female,Bachelors,New York,Self-Employed,0,High Risk,Reject
34,34482.0,9776,828.0,13,Male,High School,New York,Unemployed,0,Low Risk,Approve
34,59198.0,14928,769.0,14,Female,Masters,Houston,Unemployed,0,Low Risk,Approve
66,55782.0,24579,553.0,5,Female,High School,Chicago,Salaried,0,High Risk,Reject
50,45736.0,26788,845.0,15,Female,Bachelors,San Francisco,Unemployed,0,Low Risk,Approve
49,61301.0,32833,446.0,22,Male,Bachelors,Chicago,Salaried,0,High Risk,Reject
25,19042.0,15309,625.0,30,Female,Masters,Chicago,Salaried,0,Low Risk,Reject
36,61311.0,13475,637.0,11,Female,PhD,New York,Unemployed,0,Low Risk,Approve
20,35061.0,13960,464.0,11,Male,PhD,New York,Unemployed,0,High Risk,Reject
30,51820.0,37465,497.0,1,Male,PhD,Chicago,Self-Employed,0,High Risk,Reject
64,71109.0,26022,673.0,19,Female,Masters,San Francisco,Self-Employed,1,Low Risk,Approve
63,46579.0,26266,428.0,30,Female,High School,Chicago,Salaried,0,High Risk,Reject
33,52869.0,24199,679.0,20,Female,PhD,Houston,Unemployed,0,Low Risk,Approve
67,77313.0,26305,300.0,7,Female,PhD,New York,Unemployed,0,High Risk,Reject
49,56469.0,17259,466.0,38,Female,PhD,Houston,Self-Employed,0,High Risk,Reject
39,58091.0,29280,315.0,36,Female,Masters,San Francisco,Self-Employed,0,High Risk,Reject
46,68342.0,23308,411.0,28,Female,Bachelors,Chicago,Self-Employed,0,High Risk,Reject
60,38285.0,21944,401.0,34,Female,High School,Houston,Unemployed,0,High Risk,Reject
20,23832.0,2643,705.0,37,Female,Masters,Chicago,Salaried,0,Low Risk,Reject
27,36175.0,25711,806.0,25,Male,Masters,Chicago,Unemployed,0,Low Risk,Approve
59,33429.0,18132,339.0,10,Male,Masters,New York,Self-Employed,0,High Risk,Reject
38,59890.0,35244,847.0,35,Male,PhD,New York,Salaried,1,Low Risk,Approve
33,61975.0,23917,680.0,34,Male,Masters,Houston,Unemployed,0,Low Risk,Approve
29,52634.0,27393,815.0,3,Male,Bachelors,Chicago,Self-Employed,1,Low Risk,Approve
19,30970.0,11606,796.0,2,Male,High School,New York,Unemployed,0,Low Risk,Approve
41,43757.0,14875,650.0,31,Male,Masters,San Francisco,Unemployed,0,Low Risk,Approve
52,59052.0,28724,633.0,25,Female,High School,Houston,Self-Employed,1,Low Risk,Approve
47,50740.0,11053,823.0,12,Female,High School,Houston,Salaried,1,Low Risk,Approve
47,53130.0,20878,582.0,37,Male,Masters,Houston,Self-Employed,0,High Risk,Reject
64,58523.0,10737,618.0,28,Female,Masters,Chicago,Salaried,1,Low Risk,Approve
52,39560.0,21006,713.0,18,Female,Bachelors,San Francisco,Unemployed,0,Low Risk,Approve
36,69581.0,36180,313.0,34,Female,Bachelors,New York,Unemployed,0,High Risk,Reject
67,26307.0,25770,355.0,26,Female,PhD,San Francisco,Self-Employed,0,High Risk,Reject
25,34422.0,19739,702.0,30,Female,PhD,New York,Unemployed,0,Low Risk,Approve
43,69386.0,303,641.0,2,Male,PhD,New York,Salaried,1,Low Risk,Approve
